City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,toyooka,35.5333,134.8333,285.9,96,100,2.83,JP,1712121343
364,zagazig,30.5877,31.502,290.87,57,0,1.93,EG,1712121343
365,keflavik,64.0049,-22.5624,272.39,74,0,4.12,IS,1712121343
366,san patricio,28.017,-97.5169,294.17,47,0,4.64,US,1712121322
367,cockburn town,21.4612,-71.1419,298.25,72,29,8.4,TC,1712121344
368,ta`u,-14.2336,-169.5144,302.48,77,100,7.33,AS,1712121344
369,maceio,-9.6658,-35.7353,298.84,94,40,0.51,BR,1712121106
370,santa cruz,-17.8,-63.1667,296.85,94,40,4.12,BO,1712120761
371,ghat,24.9647,10.1728,295.53,13,0,2.44,LY,1712121344
372,manggar,-2.8833,108.2667,303.58,67,68,3.0,ID,1712121345
373,yuncheng,35.0231,110.9928,285.58,83,100,1.96,CN,1712121345
374,okha,53.5739,142.9478,271.82,73,100,6.64,RU,1712121345
375,usinsk,65.9939,57.5281,254.86,86,10,2.24,RU,1712121345
376,miyako,39.6367,141.9525,283.44,61,100,1.78,JP,1712121345
377,lexington park,38.2668,-76.4538,283.56,95,100,3.6,US,1712121346
378,cannonvale,-20.2833,148.7,300.81,67,39,6.54,AU,1712121346
379,pimentel,-6.8367,-79.9342,296.31,68,20,4.12,PE,1712121346
380,wesley,15.5667,-61.3167,298.73,79,100,5.69,DM,1712121346
381,bovalino,38.149,16.174,286.67,57,82,2.23,IT,1712121347
382,borkum,53.5809,6.6915,282.56,93,100,6.38,DE,1712121347
383,tofol,5.3248,163.0078,301.24,72,77,7.21,FM,1712121347
384,beyneu,45.3167,55.2,286.12,41,60,5.96,KZ,1712121347
385,denia,38.8408,0.1057,288.33,67,1,0.45,ES,1712121348
386,vila do maio,15.1333,-23.2167,294.59,79,32,8.41,CV,1712121348
387,lodja,-3.4833,23.4333,294.26,97,100,0.71,CD,1712121348
388,esbjerg,55.4667,8.45,275.43,95,0,1.54,DK,1712121348
389,koundara,12.4833,-13.3,299.75,52,27,3.27,GN,1712121349
390,ostrovskoye,57.8057,42.2433,284.77,83,100,5.4,RU,1712121349
391,raduzhny,62.0961,77.475,274.63,100,100,6.89,RU,1712121349
392,kailua-kona,19.6406,-155.9956,299.13,89,75,0.45,US,1712121349
393,george town,5.4112,100.3354,307.56,66,20,1.54,MY,1712121266
394,camargo,27.6667,-105.1667,284.78,40,19,4.81,MX,1712121350
395,preston,53.7667,-2.7167,283.42,95,100,4.39,GB,1712121350
396,saint-philippe,-21.3585,55.7679,299.92,81,99,6.79,RE,1712121350
397,aldinga beach,-35.2793,138.4604,294.96,58,48,3.96,AU,1712121350
398,kamaishi,39.2667,141.8833,284.57,58,100,1.65,JP,1712121351
399,new kingman-butler,35.265,-114.0323,286.43,59,0,2.57,US,1712121351
400,kolwezi,-10.7148,25.4667,289.51,96,99,1.83,CD,1712121351
401,zelenogorskiy,55.0333,87.0,275.76,85,100,2.46,RU,1712121351
402,aweil,8.7682,27.4002,301.27,48,73,2.03,SS,1712121351
403,rongelap,11.1635,166.8941,300.09,79,93,7.55,MH,1712121352
404,itaituba,-4.2761,-55.9836,296.77,99,99,0.85,BR,1712121352
405,remire-montjoly,4.9167,-52.2667,299.17,94,75,1.54,GF,1712121352
406,guaramirim,-26.4731,-49.0028,297.0,96,100,0.83,BR,1712121352
407,mbekenyera,-10.0,38.9833,296.81,93,85,0.87,TZ,1712121352
408,mogocha,53.7333,119.7667,276.19,48,20,2.77,RU,1712121353
409,ariquemes,-9.9133,-63.0408,296.39,99,30,0.38,BR,1712120761
410,maragogi,-9.0122,-35.2225,299.81,87,94,1.74,BR,1712121192
411,la foa,-21.7108,165.8276,300.51,65,8,4.67,NC,1712121353
412,kolonia town,6.964,158.206,304.21,70,75,6.69,FM,1712121354
413,kayangel,8.0823,134.7173,301.23,80,74,9.5,PW,1712121354
414,watsa,3.0372,29.5355,292.14,87,91,1.71,CD,1712121354
415,port saint john's,-31.6229,29.5448,294.57,73,100,1.99,ZA,1712121354
416,siavonga,-16.5382,28.7088,296.92,68,43,3.24,ZM,1712121354
417,archangelos,36.2149,28.1149,291.14,65,89,2.91,GR,1712121355
418,pangody,65.85,74.4859,260.24,77,100,11.58,RU,1712121355
419,namibe,-15.1961,12.1522,294.98,74,57,4.94,AO,1712121355
420,moussoro,13.6408,16.4901,299.24,13,55,4.4,TD,1712121355
421,linevo,54.4589,83.3764,275.13,83,100,2.89,RU,1712121355
422,palu,-0.8917,119.8707,302.86,81,83,1.93,ID,1712121356
423,yerofey pavlovich,53.9667,121.9667,275.44,49,25,3.84,RU,1712121356
424,luderitz,-26.6481,15.1594,289.48,80,0,2.29,NA,1712121356
425,podgornoye,51.735,39.1496,289.4,41,0,6.0,RU,1712121356
426,sur,22.5667,59.5289,300.93,47,64,3.93,OM,1712121357
427,cidreira,-30.1811,-50.2056,293.38,83,34,1.28,BR,1712121357
428,baiti,13.745,-14.7482,302.0,24,2,2.91,SN,1712121357
429,khovd,48.0056,91.6419,280.1,28,7,2.62,MN,1712121357
430,cabo san lucas,22.8909,-109.9124,292.46,79,6,2.02,MX,1712120737
431,velikiye luki,56.34,30.5452,283.59,80,78,5.87,RU,1712121358
432,thinadhoo,0.5333,72.9333,302.16,72,71,2.09,MV,1712121358
433,at taraf,25.3628,49.725,298.45,31,97,1.14,SA,1712121358
434,pierre,44.3683,-100.351,275.66,76,0,5.66,US,1712121256
435,nagqu,31.5,92.0,278.13,17,89,8.17,CN,1712121359
436,sao vicente,-23.9631,-46.3919,299.41,26,30,1.8,BR,1712120763
437,brandon,27.9378,-82.2859,297.53,90,0,4.63,US,1712121152
438,chimoio,-19.1164,33.4833,292.96,91,42,0.93,MZ,1712121359
439,shahba,32.8551,36.629,292.62,33,1,0.96,SY,1712121359
440,kiunga,-6.1219,141.2906,306.3,57,80,1.12,PG,1712121360
441,vernon,50.2581,-119.2691,285.24,64,100,1.34,CA,1712121312
442,abepura,-2.6333,140.5833,300.6,89,40,2.57,ID,1712121360
443,naze,28.3667,129.4833,296.29,80,44,10.33,JP,1712121360
444,mount pearl,47.5166,-52.7813,273.79,92,98,3.58,CA,1712121361
445,ardakan,32.31,54.0175,288.53,25,6,1.81,IR,1712121361
446,mckinney,33.1976,-96.6153,285.72,70,0,2.57,US,1712121091
447,kapa'a,22.0752,-159.319,299.14,75,100,8.23,US,1712121361
448,ponoka,52.6768,-113.5815,281.42,61,98,5.75,CA,1712121361
449,flying fish cove,-10.4217,105.6791,302.97,74,75,6.69,CX,1712121362
450,duong dong,10.2167,103.9667,303.15,70,40,3.07,VN,1712121362
451,madimba,-10.4,40.3333,298.86,92,82,3.63,TZ,1712121362
452,myeik,12.4333,98.6,304.99,56,12,3.78,MM,1712121362
453,pacific grove,36.6177,-121.9166,286.16,83,100,1.54,US,1712121093
454,bayramaly,37.6185,62.1671,290.26,24,1,1.78,TM,1712121363
455,ikalamavony,-21.15,46.5833,294.3,78,69,4.84,MG,1712121363
456,bernalillo,35.05,-106.6673,284.81,44,0,4.12,US,1712121363
457,road town,18.4167,-64.6167,298.72,76,5,7.65,VG,1712121262
458,antsiranana,-12.2787,49.2917,300.07,84,93,6.36,MG,1712121363
459,boca raton,26.3587,-80.0831,297.59,87,0,2.57,US,1712121364
460,port douglas,-16.4833,145.4667,300.59,79,79,5.66,AU,1712121364
461,picota,-6.9197,-76.3304,295.51,99,49,0.3,PE,1712121364
462,salinopolis,-0.6136,-47.3561,299.67,87,75,2.54,BR,1712121364
463,forster,-32.1667,152.5167,299.42,51,91,5.37,AU,1712121364
464,borogontsy,62.6683,131.1683,268.8,87,100,4.36,RU,1712121365
465,nogliki,51.8333,143.1667,273.9,68,74,4.02,RU,1712121365
466,zaozersk,69.4005,32.4476,256.87,98,70,1.86,RU,1712121365
467,marine corps base hawaii - mcbh,21.4453,-157.7513,299.13,69,40,7.72,US,1712121365
468,mbanza kongo,-6.267,14.2401,294.13,99,100,0.89,AO,1712121365
469,kavieng,-2.5744,150.7967,302.58,73,62,5.29,PG,1712121366
470,kroya,-7.6331,109.2461,302.95,74,67,4.93,ID,1712121366
471,richards bay,-28.783,32.0377,295.39,92,75,5.65,ZA,1712121366
472,ain defla,36.2641,1.9679,285.02,69,24,1.44,DZ,1712121366
473,botad,22.1667,71.6667,304.65,26,67,3.58,IN,1712121366
474,la palma,33.8464,-118.0467,292.31,74,0,3.6,US,1712121367
475,bankura,23.25,87.0667,308.2,12,28,0.76,IN,1712121367
476,pacanga,-7.1667,-79.5,297.18,70,100,1.41,PE,1712121367
477,banda aceh,5.5577,95.3222,303.53,69,83,2.24,ID,1712121367
478,atar,20.5169,-13.0499,298.3,22,0,5.49,MR,1712121367
479,basco,20.4487,121.9702,300.17,82,0,6.49,PH,1712121368
480,strezhevoy,60.7333,77.5889,273.13,98,100,1.79,RU,1712121368
481,sarangani,5.4033,125.4636,300.95,76,62,9.7,PH,1712121368
482,yeniseysk,58.4497,92.1703,273.12,100,100,4.02,RU,1712121262
483,pimenta bueno,-11.6725,-61.1936,296.22,96,99,0.34,BR,1712120765
484,laubach,50.542,8.9903,282.1,90,100,2.85,DE,1712121369
485,umm kaddadah,13.6017,26.6876,296.15,18,76,4.02,SD,1712121369
486,kenai,60.5544,-151.2583,270.42,79,0,2.57,US,1712121369
487,peace river,56.2501,-117.286,282.45,54,100,4.05,CA,1712121123
488,ambon,-3.6954,128.1814,305.19,67,40,2.57,ID,1712121369
489,zouerate,22.7187,-12.4521,293.38,28,0,5.59,MR,1712121370
490,sirte,31.2089,16.5887,290.3,88,41,1.65,LY,1712121370
491,northam,51.0333,-4.2167,284.63,96,100,8.07,GB,1712121370
492,gamba,-2.65,10.0,299.74,91,100,2.29,GA,1712121370
493,vadso,70.0744,29.7487,260.24,72,20,2.57,NO,1712121370
494,bouar,5.934,15.596,292.97,75,92,1.59,CF,1712121371
495,kloulklubed,7.0419,134.2556,301.43,81,99,10.08,PW,1712121371
496,guerrero negro,27.9769,-114.0611,289.91,74,0,7.07,MX,1712121371
497,obidos,-1.9175,-55.5181,297.37,96,100,1.17,BR,1712121371
498,grand falls-windsor,48.9332,-55.6649,272.87,89,100,2.68,CA,1712121364
499,qamdo,31.1667,97.2333,276.96,46,95,1.92,CN,1712121372
500,weno,7.4515,151.8468,304.12,70,40,4.12,FM,1712121372
501,island harbour,50.724,-1.2758,284.27,94,100,4.02,GB,1712121372
502,chui,-33.6971,-53.4616,287.77,80,7,2.08,UY,1712121372
503,ulaangom,49.9811,92.0667,271.15,91,100,1.68,MN,1712121372
504,magdagachi,53.45,125.8,276.39,46,99,5.17,RU,1712121373
505,shwebo,22.5667,95.7,311.39,21,0,1.07,MM,1712121373
506,borba,-4.3878,-59.5939,296.98,99,98,0.34,BR,1712121373
507,igarka,67.4667,86.5833,272.14,97,100,11.24,RU,1712121373
508,westport,41.1415,-73.3579,280.17,87,100,6.71,US,1712121112
509,lecheng,25.1238,113.3254,302.07,72,86,2.63,CN,1712121374
510,walvis bay,-22.9575,14.5053,288.76,90,0,0.57,NA,1712121374
511,roma,43.2128,-75.4557,279.31,87,100,8.23,US,1712121374
512,lazaro cardenas,17.9583,-102.2,296.51,84,15,1.03,MX,1712121374
513,prado,-17.3411,-39.2208,298.23,89,99,0.7,BR,1712121222
514,fuglafjordur,62.244,-6.814,272.41,59,100,10.02,FO,1712121375
515,ishigaki,24.3448,124.1572,298.39,88,0,10.47,JP,1712121375
516,harstad,68.799,16.5293,271.01,92,96,8.05,NO,1712121375
517,ancud,-41.8697,-73.8203,282.97,71,100,4.54,CL,1712121375
518,eraan,9.0629,117.7016,306.95,48,15,2.06,PH,1712121376
519,brisas de zicatela,15.8369,-97.0419,298.36,78,5,4.66,MX,1712121376
520,arteche,12.2645,125.4048,301.98,72,33,3.4,PH,1712121376
521,potosi,-19.5836,-65.7531,282.14,76,41,1.57,BO,1712121216
522,tashtyp,52.7939,89.8983,280.19,67,100,2.69,RU,1712121376
523,nguigmi,14.2495,13.1092,299.8,22,29,4.27,NE,1712121377
524,cole harbour,44.6724,-63.4751,275.36,86,46,2.24,CA,1712121377
525,nanao,37.05,136.9667,288.36,91,100,2.76,JP,1712121377
526,letlhakeng,-24.0944,25.0298,292.19,54,94,2.59,BW,1712121377
527,san antonio de pale,-1.4014,5.6325,301.62,79,100,2.62,GQ,1712121377
528,manaure,11.7751,-72.4445,299.51,75,78,4.79,CO,1712121378
529,usogorsk,63.4106,48.6872,263.52,92,100,4.41,RU,1712121378
530,galesong,-5.3166,119.3661,302.13,72,98,2.77,ID,1712121378
531,pervomayskoye,43.919,46.7102,286.6,61,6,8.21,RU,1712121378
532,al-hamdaniya,36.2715,43.3737,292.93,41,0,1.6,IQ,1712121379
533,i-n-salah,27.1935,2.4607,295.28,22,0,6.22,DZ,1712121379
534,tromso,69.6496,18.957,269.16,68,75,5.66,NO,1712121379
535,les avirons,-21.2418,55.3394,298.2,65,0,11.32,RE,1712121379
536,zhanaozen,43.3,52.8,286.42,43,81,7.97,KZ,1712121379
537,san pedro pochutla,15.7333,-96.4667,296.54,82,64,3.09,MX,1712121380
538,mikumi,-7.4041,36.9831,295.41,96,99,0.95,TZ,1712121380
539,breves,-1.6822,-50.4803,296.85,98,100,1.44,BR,1712121380
540,cherykaw,53.5692,31.3793,279.86,89,88,8.16,BY,1712121380
541,sao jose da coroa grande,-8.8978,-35.1478,299.97,86,91,2.02,BR,1712121380
542,krasnomayskiy,57.6194,34.4099,285.36,82,100,4.93,RU,1712121381
543,nuuk,64.1835,-51.7216,270.49,93,34,4.63,GL,1712121381
544,palau,7.503,134.621,301.13,83,100,4.12,PW,1712121381
545,maintirano,-18.0667,44.0167,299.92,75,22,2.57,MG,1712121381
546,bayevo,53.2833,80.7667,275.64,84,99,3.37,RU,1712121226
547,caburan,5.9181,125.6411,303.03,62,75,4.65,PH,1712121382
548,singarayakonda,15.25,80.0333,307.5,41,7,6.38,IN,1712121382
549,cabedelo,-6.9811,-34.8339,300.52,85,51,2.29,BR,1712121382
550,longido,-2.7333,36.6833,293.5,80,99,2.59,TZ,1712121382
551,hobyo,5.3505,48.5268,302.4,65,48,4.55,SO,1712121382
552,cam pha mines,21.0167,107.3,300.04,75,77,2.62,VN,1712121383
553,jaen,38.0,-3.5,284.22,95,42,0.5,ES,1712121301
554,saudarkrokur,65.7461,-19.6394,263.14,78,55,3.94,IS,1712121383
555,contamana,-7.3333,-75.0167,295.87,98,22,1.25,PE,1712121384
556,kimbe,-5.5502,150.1429,304.04,67,96,2.72,PG,1712121384
557,barra de santo antonio,-9.4047,-35.5072,298.75,87,60,2.06,BR,1712121384
558,axim,4.8699,-2.2405,300.51,90,90,4.55,GH,1712121384
559,ulsteinvik,62.3432,5.8487,273.65,56,71,4.92,NO,1712121384
560,mogadishu,2.0371,45.3438,302.19,71,74,2.91,SO,1712121384
561,saltillo,25.4167,-101.0,285.46,37,1,7.6,MX,1712120973
562,edd,13.9297,41.6925,304.2,58,74,5.96,ER,1712121376
563,changping,40.2186,116.2197,292.95,34,99,2.74,CN,1712121385
564,xiva,41.3783,60.3639,287.14,35,0,3.33,UZ,1712121385
565,gafsa,34.425,8.7842,286.89,63,3,1.96,TN,1712121385
566,egilsstadir,65.2653,-14.3948,260.8,93,16,2.25,IS,1712121386
567,myitkyina,25.3833,97.4,308.52,25,1,0.26,MM,1712121386
568,aitape,-3.1374,142.3475,302.03,75,89,2.09,PG,1712121386
569,lubango,-14.9172,13.4925,288.61,89,88,1.45,AO,1712121386
570,san sebastian de la gomera,28.0916,-17.1133,292.35,72,0,2.06,ES,1712121386
571,yurimaguas,-5.9,-76.0833,295.68,99,81,1.02,PE,1712121387
572,saldanha,-33.0117,17.9442,287.81,83,98,4.5,ZA,1712121387
573,askoy,60.4092,5.226,278.57,93,75,3.09,NO,1712121387
574,youhao,47.8667,128.8333,279.99,40,56,2.74,CN,1712121387
575,wenchang,30.904,118.4887,289.08,90,100,3.06,CN,1712121388
576,labrador city,52.9463,-66.9114,271.1,86,100,4.12,CA,1712121388
